Fuck #brandonweeden #cowboysnation this dude gots to go! #105.3thefan #DALLASCOWBOYFANFORLIFE #pissed… https://instagram.com/p/8tz_exglnH/,anger
Fact that most colleges don't have classes tomorrow or Tuesday and I do #pissed,anger
I hope all the Romo haters see how much we need him #CowboysNation #Pissed,anger
When your boyfriend promised he'd take you for dinner but then doesn't #pissed,anger
The whole fucking team did their part EXCEPT Kowski & Carr!!! #Pissed,anger
@hannah_wootton @JessicaTidball @millyharrisonn Hm bet ur #pissed #laughoffthepain #lol@mylife #nowimangry,anger
@CANDYCORNTIME and I never rap battled. #pissed,anger
I need a small GUN (pistol) bc nigerian police criminal act is getting out of hand. #pissed,anger
when @youtube forces you to watch the trailer of paranormal activity because you cant skip to the video you wanna watch #PISSED,anger
This Denver offense is literally driving me insane. All 11 guys need to be off the field and be replaced today. #Pissed,anger
@CoreyNash2 omg lol my poppa did this to me earlier and I was like "excuse me?! I was watching Svu" #pissed,anger
Cool come down here to spend time with you and all you guys do is fight? #pissed #stop,anger
I really hate losing to fucking rookies #rookie #bad #pissed @brennan_w_m,anger
Not gonna use the phone until i get a new one! #pissed,anger
Just lost my $200 raybans... Unbelievable. #pissed,anger
Can't even take the time out and txt hey wassup or some I see how it is #pissed off ,anger
@redmaynehes #pissed,anger
@corbylad Moffty, you should be on facebook to see all the quality musicvivr posted tonight #pissed,anger
#Facebook has disabled my account again for no damn reason #Pissed #Ihatethem #addicted,anger
@NBCSports @joeylogano 8 laps to go and #comcast @NBCSports craps out on me! #pissed,anger
@DesireeeeRusso @daveederosa WHERES MINE DAVE #pissed,anger
Why the damn is it hot as Hade's Lair?! It's October in DULUTH, MN. Gahhhhhhhhhh!! #toohot #notokay #pissed #wtf #october,anger
Internet/Cable is inconsistent. We have a cable guy coming tomorrow. If it fixes itself i'll be on tonight with some more RE:2 #Pissed,anger
I haven't gotten fries with my meal from @McDonalds for the past two times going there #pissed #iwantmyfries,anger
@sergiotistic U DELETED MY NAME #PISSED,anger
#PISSED,anger
@MTV Even show me. Maybe when you skype her fans you shouldnt tell them their gonna be on it if you are not gonna show everybody #pissed,anger
Why does guys have to be dicks ??! #Brokenhearted #disappointed #pissed off,anger
Drop your phone from the tree stand they say.. it won't crack the screen.. #whatthefuck #pissed,anger
I like how I'm the first one they call to get a shift covered. But as soon as I need something they run the other way. #pissed,anger
Great day!! #pissed #family @An Tuath Nua :) https://instagram.com/p/8tm0aRK2zg/,anger
#pissed,anger
So yeah I'm pretty sure we walked past Jared Leto on saturday.. and didn't notice because be was wearing a disguise #pissed @aYodaZe,anger
YOU KNOW special teams is going to want that one back. #Pissed,anger
@nysasshole #pissed,anger
@gunitradio fire Dean Peas within the hour tell Ozzie to spend $or let Eric take over!!! #Pissed,anger
Why are the @astros on http://MLB.TV??? Now I can't watch the damn game!!! #pissed,anger
so he's having me executed.... because of cheating on him?? YOU DID IT TOO HENRY #PISSED,anger
